,scientific_name,common_names,occurrence,nativeness,abundance,seasonality
115721,Phalacrocorax auritus,Double-Crested Cormorant,Present,Native,Occasional,Migratory
8208,Accipiter cooperii,Cooper's Hawk,Present,Native,Uncommon,Resident
8209,Accipiter gentilis,Northern Goshawk,Present,Native,Rare,Resident
8210,Accipiter striatus,Sharp-Shinned Hawk,Present,Native,Uncommon,Resident
8211,Aquila chrysaetos,Golden Eagle,Present,Native,Uncommon,Breeder
8212,Buteo jamaicensis,Red-Tailed Hawk,Present,Native,Uncommon,Resident
8213,Buteo lagopus,Rough-Legged Hawk,Not Confirmed,Native,No Data,No Data
8214,Buteo regalis,Ferruginous Hawk,Not Confirmed,Native,No Data,No Data
8215,Buteo swainsoni,Swainson's Hawk,Present,Native,Rare,Migratory
8216,Circus cyaneus,Northern Harrier,Present,Native,Uncommon,Resident
8217,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Uncommon,Resident
8218,Cathartes aura,Turkey Vulture,Present,Native,Uncommon,Resident
8219,Pandion haliaetus,Osprey,Present,Native,Rare,Migratory
8220,Anas acuta,Northern Pintail,Not Confirmed,Native,No Data,No Data
8221,Anas americana,American Wigeon,Present,Native,Uncommon,Migratory
8222,Anas clypeata,Northern Shoveler,Not Confirmed,Native,No Data,No Data
8223,Anas crecca,Green-Winged Teal,Not Confirmed,Native,No Data,No Data
8224,Anas cyanoptera,Cinnamon Teal,Not Confirmed,Native,No Data,No Data
8225,Anas discors,Blue-Winged Teal,Not Confirmed,Native,No Data,No Data
8226,Anas platyrhynchos,Mallard,Present,Native,Uncommon,Resident
8227,Anas strepera,Gadwall,Not Confirmed,Native,No Data,No Data
8228,Aythya affinis,Lesser Scaup,Not Confirmed,Native,No Data,No Data
8229,Aythya americana,Redhead,Not Confirmed,Native,No Data,No Data
8230,Branta canadensis,Canada Goose,Present,Native,Uncommon,Resident
8231,Bucephala clangula,Common Goldeneye,Present,Native,Uncommon,Migratory
8232,Bucephala islandica,Barrow's Goldeneye,Present,Native,Occasional,Migratory
8233,Lophodytes cucullatus,Hooded Merganser,Present,Native,Occasional,Migratory
8234,Mergus merganser,Common Merganser,Present,Native,Uncommon,Resident
8235,Oxyura jamaicensis,Ruddy Duck,Not Confirmed,Native,No Data,No Data
8236,Aeronautes saxatalis,White-Throated Swift,Present,Native,Abundant,Resident
8237,Cypseloides niger,Black Swift,Not Present (False Report),Native,No Data,No Data
8238,Archilochus alexandri,Black-Chinned Hummingbird,Present,Native,Rare,Resident
8239,Selasphorus platycercus,Broad-Tailed Hummingbird,Present,Native,Uncommon,Resident
8240,Selasphorus rufus,Rufous Hummingbird,Present,Native,Uncommon,Migratory
8241,Stellula calliope,Calliope Hummingbird,Not Confirmed,Native,No Data,No Data
8242,Chordeiles minor,Common Nighthawk,Present,Native,Common,Resident
8243,Phalaenoptilus nuttallii,Common Poorwill,Present,Native,Uncommon,Resident
8244,Charadrius vociferus,Killdeer,Present,Native,Uncommon,Resident
8245,Larus californicus,California Gull,Not Confirmed,Native,No Data,No Data
8246,Larus delawarensis,Ring-Billed Gull,Not Confirmed,Native,No Data,No Data
8247,Leucophaeus pipixcan,Franklin's Gull,Not Confirmed,Native,No Data,No Data
8248,Actitis macularius,Spotted Sandpiper,Present,Native,Uncommon,Resident
8249,Gallinago gallinago,Common Snipe,Not Confirmed,Native,No Data,No Data
8250,Columba livia,Rock Dove,Present,Native,Uncommon,Resident
8251,Patagioenas fasciata,Band-Tailed Pigeon,Present,Native,Rare,Resident
8252,Zenaida macroura,Mourning Dove,Present,Native,Common,Resident
8253,Megaceryle alcyon,Belted Kingfisher,Present,Native,Rare,Migratory
8254,Falco columbarius,Merlin,Present,Native,Occasional,Migratory
8255,Falco mexicanus,Prairie Falcon,Present,Native,Uncommon,Resident
8256,Falco peregrinus,Peregrine Falcon,Present,Native,Uncommon,Breeder
8257,Falco sparverius,American Kestrel,Present,Native,Uncommon,Resident
8258,Callipepla gambelii,Gambel's Quail,Not Confirmed,Native,No Data,No Data
8259,Alectoris chukar,Chukar,Present,Not Native,Rare,Resident
8260,Centrocercus minimus,Gunnison Sage-Grouse,Present,Native,Rare,Breeder
8261,Dendragapus obscurus,Blue Grouse,Present,Native,Uncommon,Resident
8262,Meleagris gallopavo,Wild Turkey,Present,Native,Occasional,Resident
8263,Phasianus colchicus,Ring-Necked Pheasant,Present,Not Native,Occasional,Vagrant
8264,Tympanuchus phasianellus,Sharp-Tailed Grouse,Not Present (Historical Report),Native,No Data,No Data
8265,Grus canadensis,Sandhill Crane,Present,Native,Uncommon,Migratory
8266,Fulica americana,American Coot,Not Confirmed,Native,No Data,No Data
8267,Psaltriparus minimus,Bushtit,Present,Native,Uncommon,Resident
8268,Eremophila alpestris,Horned Lark,Present,Native,Rare,Resident
8269,Bombycilla cedrorum,Cedar Waxwing,Not Confirmed,Native,No Data,No Data
8270,Bombycilla garrulus,Bohemian Waxwing,Not Confirmed,Native,No Data,No Data
8271,Passerina amoena,Lazuli Bunting,Present,Native,Uncommon,Resident
8272,Passerina caerulea,Blue Grosbeak,Present,Native,Unknown,Resident
8273,Passerina cyanea,Indigo Bunting,Present,Native,Occasional,Resident
8274,Pheucticus melanocephalus,Black-Headed Grosbeak,Present,Native,Common,Resident
8275,Piranga ludoviciana,Western Tanager,Present,Native,Common,Resident
8276,Certhia americana,Brown Creeper,Present,Native,Rare,Resident
8277,Cinclus mexicanus,American Dipper,Present,Native,Uncommon,Resident
8278,Aphelocoma californica,Western Scrub-Jay,Present,Native,Uncommon,Resident
8279,Corvus brachyrhynchos,American Crow,Present,Native,Rare,Resident
8280,Corvus corax,Common Raven,Present,Native,Common,Resident
8281,Cyanocitta stelleri,Steller's Jay,Present,Native,Uncommon,Resident
8282,Gymnorhinus cyanocephalus,Pinyon Jay,Present,Native,Uncommon,Resident
8283,Nucifraga columbiana,Clark's Nutcracker,Present,Native,Uncommon,Resident
8284,Perisoreus canadensis,Gray Jay,Not Confirmed,Native,No Data,No Data
8285,Pica hudsonia,Black-Billed Magpie,Present,Native,Common,Breeder
8286,Amphispiza bilineata,Black-Throated Sparrow,Present,Native,Rare,Resident
8287,Chondestes grammacus,Lark Sparrow,Present,Native,Rare,Resident
8288,Junco hyemalis,Dark-Eyed Junco (Gray-Headed),Present,Native,Uncommon,Resident
8289,Melospiza lincolnii,Lincoln's Sparrow,Not Confirmed,Native,No Data,No Data
8290,Melospiza melodia,Song Sparrow,Present,Native,Uncommon,Resident
8291,Pipilo chlorurus,Green-Tailed Towhee,Present,Native,Abundant,Resident
8292,Pipilo maculatus,Spotted Towhee,Present,Native,Common,Resident
8293,Pooecetes gramineus,Vesper Sparrow,Present,Native,Uncommon,Resident
8294,Spizella arborea,American Tree Sparrow,Not Confirmed,Native,No Data,No Data
8295,Spizella breweri,Brewer's Sparrow,Present,Native,Uncommon,Resident
8296,Spizella passerina,Chipping Sparrow,Present,Native,Uncommon,Resident
8297,Zonotrichia leucophrys,White-Crowned Sparrow,Present,Native,Uncommon,Resident
8298,Carpodacus cassinii,Cassin's Finch,Present,Native,Rare,Resident
8299,Carpodacus mexicanus,House Finch,Present,Native,Rare,Resident
8300,Coccothraustes vespertinus,Evening Grosbeak,Present,Native,Rare,Resident
8301,Leucosticte atrata,Black Rosy-Finch,Present,Native,Rare,Migratory
8302,Leucosticte australis,Brown-Capped Rosy-Finch,Not Confirmed,Native,No Data,No Data
8303,Leucosticte tephrocotis,Gray-Crowned Rosy-Finch,Present,Native,Rare,Migratory
8304,Loxia curvirostra,Red Crossbill,Present,Native,Rare,Migratory
8305,Pinicola enucleator,Pine Grosbeak,Not Confirmed,Native,No Data,No Data
8306,Spinus pinus,Pine Siskin,Present,Native,Uncommon,Resident
8307,Spinus psaltria,Lesser Goldfinch,Present,Native,Uncommon,Resident
8308,Spinus tristis,American Goldfinch,Present,Native,Uncommon,Resident
8309,Hirundo rustica,Barn Swallow,Present,Native,Uncommon,Migratory
8310,Petrochelidon pyrrhonota,Cliff Swallow,Present,Native,Common,Resident
8311,Tachycineta bicolor,Tree Swallow,Present,Native,Uncommon,Migratory
8312,Tachycineta thalassina,Violet-Green Swallow,Present,Native,Abundant,Resident
8313,Agelaius phoeniceus,Red-Winged Blackbird,Present,Native,Uncommon,Breeder
8314,Euphagus cyanocephalus,Brewer's Blackbird,Present,Native,Uncommon,Resident
8315,Icterus bullockii,Bullock's Oriole,Present,Native,Rare,Resident
8316,Molothrus ater,Brown-Headed Cowbird,Present,Native,Uncommon,Resident
8317,Sturnella neglecta,Western Meadowlark,Present,Native,Uncommon,Resident
8318,Lanius excubitor,Northern Shrike,Not Confirmed,Native,No Data,No Data
8319,Lanius ludovicianus,Loggerhead Shrike,Present,Native,Rare,Migratory
8320,Dumetella carolinensis,Gray Catbird,Present,Native,Occasional,Migratory
8321,Mimus polyglottos,Northern Mockingbird,Present,Native,Unknown,Resident
8322,Oreoscoptes montanus,Sage Thrasher,Present,Native,Rare,Resident
8323,Toxostoma rufum,Brown Thrasher,Present,Native,Occasional,Vagrant
8324,Anthus rubescens,American Pipit,Not Confirmed,Native,No Data,No Data
8325,Baeolophus ridgwayi,Juniper Titmouse,Present,Native,Uncommon,Resident
8326,Poecile atricapillus,Black-Capped Chickadee,Present,Native,Uncommon,Resident
8327,Poecile gambeli,Mountain Chickadee,Present,Native,Uncommon,Resident
8328,Cardellina pusilla,Wilson's Warbler,Present,Native,Uncommon,Migratory
8329,Geothlypis tolmiei,Macgillivray's Warbler,Present,Native,Uncommon,Resident
8330,Icteria virens,Yellow-Breasted Chat,Present,Native,Rare,Resident
8331,Oreothlypis celata,Orange-Crowned Warbler,Present,Native,Common,Resident
8332,Oreothlypis virginiae,Virginia's Warbler,Present,Native,Common,Resident
8333,Setophaga coronata,Yellow-Rumped Warbler (Audubon's),Present,Native,Uncommon,Resident
8334,Setophaga nigrescens,Black-Throated Gray Warbler,Present,Native,Common,Resident
8335,Setophaga petechia,Yellow Warbler,Present,Native,Common,Resident
8336,Setophaga townsendi,Townsend's Warbler,Present,Native,Rare,Migratory
8337,Passer domesticus,House Sparrow,Present,Not Native,Rare,Resident
8338,Polioptila caerulea,Blue-Gray Gnatcatcher,Present,Native,Common,Resident
8339,Regulus calendula,Ruby-Crowned Kinglet,Present,Native,Uncommon,Resident
8340,Regulus satrapa,Golden-Crowned Kinglet,Not Confirmed,Native,No Data,No Data
8341,Sitta canadensis,Red-Breasted Nuthatch,Present,Native,Rare,Resident
8342,Sitta carolinensis,White-Breasted Nuthatch,Present,Native,Uncommon,Resident
8343,Sitta pygmaea,Pygmy Nuthatch,Present,Native,Occasional,Migratory
8344,Sturnus vulgaris,European Starling,Present,Not Native,Uncommon,Resident
8345,Catherpes mexicanus,Canyon Wren,Present,Native,Uncommon,Resident
8346,Salpinctes obsoletus,Rock Wren,Present,Native,Common,Resident
8347,Thryomanes bewickii,Bewick's Wren,Present,Native,Uncommon,Resident
8348,Troglodytes aedon,House Wren,Present,Native,Common,Resident
8349,Catharus guttatus,Hermit Thrush,Present,Native,Uncommon,Resident
8350,Catharus ustulatus,Swainson's Thrush,Present,Native,Unknown,No Data
8351,Myadestes townsendi,Townsend's Solitaire,Present,Native,Uncommon,Resident
8352,Sialia currucoides,Mountain Bluebird,Present,Native,Uncommon,Resident
8353,Sialia mexicana,Western Bluebird,Present,Native,Rare,Migratory
8354,Turdus migratorius,American Robin,Present,Native,Common,Breeder
8355,Contopus cooperi,Olive-Sided Flycatcher,Present,Native,Rare,Resident
8356,Contopus sordidulus,Western Wood-Pewee,Present,Native,Uncommon,Resident
8357,Empidonax hammondii,Hammond's Flycatcher,Present,Native,Rare,Resident
8358,Empidonax oberholseri,Dusky Flycatcher,Present,Native,Common,Breeder
8359,Empidonax occidentalis,Cordilleran Flycatcher,Present,Native,Uncommon,Resident
8360,Empidonax traillii,Willow Flycatcher,Not Confirmed,Native,No Data,No Data
8361,Empidonax wrightii,Gray Flycatcher,Present,Native,Uncommon,Resident
8362,Myiarchus cinerascens,Ash-Throated Flycatcher,Present,Native,Uncommon,Resident
8363,Sayornis saya,Say's Phoebe,Present,Native,Uncommon,Resident
8364,Tyrannus verticalis,Western Kingbird,Present,Native,Rare,Resident
8365,Vireo gilvus,Warbling Vireo,Present,Native,Common,Resident
8366,Vireo solitarius,Plumbeous Vireo,Present,Native,Common,Resident
8367,Vireo vicinior,Gray Vireo,Present,Native,Rare,Resident
8368,Ardea herodias,Great Blue Heron,Present,Native,Uncommon,Resident
8369,Nycticorax nycticorax,Black-Crowned Night-Heron,Not Confirmed,Native,No Data,No Data
8370,Colaptes auratus,Northern Flicker (Red-Shafted),Present,Native,Common,Resident
8371,Melanerpes lewis,Lewis's Woodpecker,Present,Native,Rare,Resident
8372,Picoides pubescens,Downy Woodpecker,Present,Native,Rare,Resident
8373,Picoides villosus,Hairy Woodpecker,Present,Native,Rare,Resident
8374,Sphyrapicus nuchalis,Red-Naped Sapsucker,Present,Native,Rare,Resident
8375,Sphyrapicus thyroideus,Williamson's Sapsucker,Present,Native,Rare,Resident
8376,Podilymbus podiceps,Pied-Billed Grebe,Not Confirmed,Native,No Data,No Data
8377,Aegolius acadicus,Northern Saw-Whet Owl,Present,Native,Rare,Resident
8378,Asio otus,Long-Eared Owl,Present,Native,Rare,Resident
8379,Bubo virginianus,Great Horned Owl,Present,Native,Uncommon,Resident
8380,Glaucidium gnoma,Northern Pygmy-Owl,Present,Native,Rare,Resident
8381,Otus flammeolus,Flammulated Owl,Present,Native,Occasional,Migratory
8382,Tyto alba,Barn Owl,Present,Native,Occasional,Migratory
44665,Accipiter cooperii,Cooper's Hawk,Present,Native,Uncommon,Breeder
44666,Accipiter gentilis,Goshawk,Approved,Present,Native,Rare
44667,Accipiter striatus,Sharp-Shinned Hawk,Present,Native,Uncommon,Breeder
44668,Aquila chrysaetos,Golden Eagle,Present,Native,Uncommon,Breeder
44669,Buteo jamaicensis,Red-Tailed Hawk,Present,Native,Uncommon,Breeder
44670,Buteo lagopus,Rough-Legged Hawk,Present,Native,Uncommon,Resident
44671,Buteo regalis,Ferruginous Hawk,Present,Native,Uncommon,Breeder
44672,Buteo swainsoni,Swainson's Hawk,Present,Native,Uncommon,Breeder
44673,Circus cyaneus,Northern Harrier,Present,Native,Uncommon,Breeder
44674,Haliaeetus leucocephalus,Bald Eagle,Present,Native,Uncommon,Resident
44675,Cathartes aura,Turkey Vulture,Present,Native,Uncommon,Breeder
44676,Coragyps atratus,Black Vulture,Not Confirmed,Native,No Data,No Data
44677,Pandion haliaetus,Osprey,Present,Native,Rare,Resident
44678,Anas acuta,Pintail,Approved,Present,Native,Rare
44679,Anas americana,American Wigeon,Not Confirmed,Native,No Data,No Data
44680,Anas clypeata,Northern Shoveler,Present,Native,Rare,Breeder
44681,Anas crecca,Green-Winged Teal,Present,Native,Rare,Breeder
44682,Anas cyanoptera,Cinnamon Teal,Present,Native,Rare,Breeder
44683,Anas discors,Blue-Winged Teal,Not Confirmed,Native,No Data,No Data
44684,Anas platyrhynchos,Mallard,Present,Native,Common,Breeder
44685,Anas strepera,Gadwall,Present,Native,Rare,Breeder
44686,Aythya affinis,Lesser Scaup,Present,Native,Rare,Resident
44687,Aythya americana,Redhead,Present,Native,Rare,Resident
44688,Aythya collaris,Ring-Necked Duck,Not Confirmed,Native,No Data,No Data
44689,Aythya valisineria,Canvasback,Present,Native,Rare,Resident
44690,Branta canadensis,Canada Goose,Present,Native,Common,Breeder
44691,Bucephala albeola,Bufflehead,Present,Native,Rare,Resident
44692,Bucephala clangula,Common Goldeneye,Present,Native,Rare,Resident
44693,Chen caerulescens,"Blue Goose, Snow Goose",Not Confirmed,Native,No Data,No Data
44694,Chen rossii,"Ross' Goose, Ross's Goose",Not Confirmed,Native,No Data,No Data
44695,Lophodytes cucullatus,Hooded Merganser,Not Confirmed,Native,No Data,No Data
44696,Mergus merganser,Common Merganser,Present,Native,Rare,Resident
44697,Oxyura jamaicensis,Ruddy Duck,Present,Native,Rare,Breeder
44698,Aeronautes saxatalis,White-Throated Swift,Present,Native,Uncommon,Breeder
44699,Cypseloides niger,"American Black Swift, Black Swift",Present,Native,Rare,Resident
44700,Archilochus alexandri,Black-Chinned Hummingbird,Present,Native,Rare,Resident
44701,Selasphorus platycercus,Broad-Tailed Hummingbird,Present,Native,Uncommon,Breeder
44702,Selasphorus rufus,Rufous Hummingbird,Present,Native,Uncommon,Resident
44703,Stellula calliope,Calliope Hummingbird,Not Confirmed,Native,No Data,No Data
44704,Chordeiles minor,Common Nighthawk,Present,Native,Common,Breeder
44705,Phalaenoptilus nuttallii,Poor-Will,Approved,Present,Native,Uncommon
44706,Charadrius alexandrinus,"Kentish Plover, Snowy Plover",Not Confirmed,Native,No Data,No Data
44707,Charadrius montanus,Mountain Plover,Not Confirmed,Native,No Data,No Data
44708,Charadrius vociferus,Killdeer,Present,Native,Uncommon,Breeder
44709,Chlidonias niger,Black Tern,Not Confirmed,Native,No Data,No Data
44710,Larus californicus,California Gull,Present,Native,Rare,Resident
44711,Larus delawarensis,Ring-Billed Gull,Present,Native,Rare,Resident
44712,Larus pipixcan,Franklin's Gull,Not Confirmed,Native,No Data,No Data
44713,Sterna forsteri,Forster's Tern,Not Confirmed,Native,No Data,No Data
44714,Recurvirostra americana,American Avocet,Present,Native,Rare,Resident
44715,Actitis macularia,Spotted Sandpiper,Present,Native,Rare,Breeder
44716,Calidris bairdii,Baird's Sandpiper,Not Confirmed,Native,No Data,No Data
44717,Calidris mauri,Western Sandpiper,Not Confirmed,Native,No Data,No Data
44718,Calidris minutilla,Least Sandpiper,Not Confirmed,Native,No Data,No Data
44719,Catoptrophorus semipalmatus,Willet,Not Confirmed,Native,No Data,No Data
44720,Gallinago gallinago,Common Snipe,Present,Native,Rare,Breeder
44721,Limnodromus scolopaceus,Long-Billed Dowitcher,Not Confirmed,Native,No Data,No Data
44722,Limosa fedoa,Marbled Godwit,Not Confirmed,Native,No Data,No Data
44723,Numenius americanus,Long-Billed Curlew,Present,Native,Rare,Resident
44724,Phalaropus lobatus,Red-Necked Phalarope,Not Confirmed,Native,No Data,No Data
44725,Phalaropus tricolor,Wilson's Phalarope,Present,Native,Rare,Breeder
44726,Tringa flavipes,Lesser Yellowlegs,Present,Native,Rare,Resident
44727,Tringa melanoleuca,Greater Yellowlegs,Not Confirmed,Native,No Data,No Data
44728,Tringa solitaria,Solitary Sandpiper,Not Confirmed,Native,No Data,No Data
44729,Columba fasciata,Band-Tailed Pigeon,Present,Native,Rare,Breeder
44730,Columba livia,Rock Pigeon,Not Confirmed,Native,No Data,No Data
44731,Zenaida macroura,Mourning Dove,Present,Native,Common,Breeder
44732,Ceryle alcyon,Belted Kingfisher,Present,Native,Rare,Resident
44733,Falco columbarius,Merlin,Approved,Present,Native,Rare
44734,Falco mexicanus,Prairie Falcon,Present,Native,Uncommon,Breeder
44735,Falco peregrinus,Peregrine Falcon,Present,Native,Rare,Breeder
44736,Falco sparverius,American Kestrel,Present,Native,Uncommon,Breeder
44737,Dendragapus obscurus,Dusky Grouse,Present,Native,Uncommon,Breeder
