,park_code,park_name,family,scientific_name,common_names,conservation_status,protected,raptor
10746,CANY,Canyonlands National Park,Mimidae,Oreoscoptes montanus,Sage Thrasher,Species of Concern,True,
10747,CANY,Canyonlands National Park,Mimidae,Toxostoma rufum,Brown Thrasher,Least Concern,False,
10748,CANY,Canyonlands National Park,Motacillidae,Anthus rubescens,American Pipit,Least Concern,False,
10749,CANY,Canyonlands National Park,Paridae,Baeolophus ridgwayi,Juniper Titmouse,Least Concern,False,
10750,CANY,Canyonlands National Park,Paridae,Poecile atricapillus,Black Capped Chickadee,Least Concern,False,
10751,CANY,Canyonlands National Park,Paridae,Poecile gambeli,Mountain Chickadee,Least Concern,False,
10752,CANY,Canyonlands National Park,Parulidae,Dendroica coronata,Yellow Rumped Warbler,Least Concern,False,
10753,CANY,Canyonlands National Park,Parulidae,Dendroica graciae,Grace's Warbler,Least Concern,False,
10754,CANY,Canyonlands National Park,Parulidae,Dendroica nigrescens,Black Throated Gray Warbler,Least Concern,False,
10755,CANY,Canyonlands National Park,Parulidae,Dendroica petechia,Yellow Warbler,Least Concern,False,
10756,CANY,Canyonlands National Park,Parulidae,Dendroica townsendi,Townsend's Warbler,Least Concern,False,
10757,CANY,Canyonlands National Park,Parulidae,Geothlypis trichas,Common Yellowthroat,Least Concern,False,
10758,CANY,Canyonlands National Park,Parulidae,Icteria virens,Yellow Breasted Chat,Species of Concern,True,
10759,CANY,Canyonlands National Park,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Species of Concern,True,
10760,CANY,Canyonlands National Park,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Least Concern,False,
10761,CANY,Canyonlands National Park,Parulidae,Vermivora celata,Orange Crowned Warbler,Least Concern,False,
10762,CANY,Canyonlands National Park,Parulidae,Vermivora luciae,Lucy's Warbler,Least Concern,False,
10763,CANY,Canyonlands National Park,Parulidae,Vermivora ruficapilla,Nashville Warbler,Species of Concern,True,
10764,CANY,Canyonlands National Park,Parulidae,Vermivora virginiae,Virginia's Warbler,Least Concern,False,
10765,CANY,Canyonlands National Park,Parulidae,Wilsonia pusilla,Wilson's Warbler,Species of Concern,True,
10766,CANY,Canyonlands National Park,Passeridae,Passer domesticus,House Sparrow,Least Concern,False,
10767,CANY,Canyonlands National Park,Polioptilidae,Polioptila caerulea,Blue Gray Gnatcatcher,Least Concern,False,
10768,CANY,Canyonlands National Park,Polioptilidae,Polioptila melanura,Black Tailed Gnatcatcher,Least Concern,False,
10769,CANY,Canyonlands National Park,Ptilogonatidae,Phainopepla nitens,Phainopepla,Species of Concern,True,
10770,CANY,Canyonlands National Park,Regulidae,Regulus calendula,Ruby Crowned Kinglet,Least Concern,False,
10771,CANY,Canyonlands National Park,Regulidae,Regulus satrapa,Golden Crowned Kinglet,Least Concern,False,
10772,CANY,Canyonlands National Park,Sittidae,Sitta canadensis,Red Breasted Nuthatch,Least Concern,False,
10773,CANY,Canyonlands National Park,Sittidae,Sitta carolinensis,White Breasted Nuthatch,Least Concern,False,
10774,CANY,Canyonlands National Park,Sturnidae,Sturnus vulgaris,European Starling,Least Concern,False,
10775,CANY,Canyonlands National Park,Troglodytidae,Catherpes mexicanus,Canyon Wren,Least Concern,False,
10776,CANY,Canyonlands National Park,Troglodytidae,Cistothorus palustris,Marsh Wren,Least Concern,False,
10777,CANY,Canyonlands National Park,Troglodytidae,Salpinctes obsoletus,Rock Wren,Least Concern,False,
10778,CANY,Canyonlands National Park,Troglodytidae,Thryomanes bewickii,Bewick's Wren,Least Concern,False,
10779,CANY,Canyonlands National Park,Troglodytidae,Troglodytes aedon,House Wren,Least Concern,False,
10780,CANY,Canyonlands National Park,Turdidae,Catharus guttatus,Hermit Thrush,Least Concern,False,
10781,CANY,Canyonlands National Park,Turdidae,Catharus ustulatus,Swainson's Thrush,Least Concern,False,
10782,CANY,Canyonlands National Park,Turdidae,Myadestes townsendi,Townsend's Solitaire,Least Concern,False,
10783,CANY,Canyonlands National Park,Turdidae,Sialia currucoides,Mountain Bluebird,Least Concern,False,
10784,CANY,Canyonlands National Park,Turdidae,Sialia mexicana,Western Bluebird,Species of Concern,True,
10785,CANY,Canyonlands National Park,Turdidae,Turdus migratorius,American Robin,Least Concern,False,
10786,CANY,Canyonlands National Park,Tyrannidae,Contopus cooperi,Olive Sided Flycatcher,Species of Concern,True,
10787,CANY,Canyonlands National Park,Tyrannidae,Contopus sordidulus,Western Wood Pewee,Least Concern,False,
10788,CANY,Canyonlands National Park,Tyrannidae,Empidonax hammondii,Hammond's Flycatcher,Least Concern,False,
10789,CANY,Canyonlands National Park,Tyrannidae,Empidonax oberholseri,Dusky Flycatcher,Least Concern,False,
10790,CANY,Canyonlands National Park,Tyrannidae,Empidonax occidentalis,Cordilleran Flycatcher,Least Concern,False,
10791,CANY,Canyonlands National Park,Tyrannidae,Empidonax traillii,Willow Flycatcher,Species of Concern,True,
10792,CANY,Canyonlands National Park,Tyrannidae,Empidonax traillii extimus,Southwestern Willow Flycatcher,Endangered,True,
10793,CANY,Canyonlands National Park,Tyrannidae,Empidonax wrightii,Gray Flycatcher,Least Concern,False,
10794,CANY,Canyonlands National Park,Tyrannidae,Myiarchus cinerascens,Ash Throated Flycatcher,Least Concern,False,
10795,CANY,Canyonlands National Park,Tyrannidae,Sayornis nigricans,Black Phoebe,Least Concern,False,
10796,CANY,Canyonlands National Park,Tyrannidae,Sayornis saya,Say's Phoebe,Least Concern,False,
10797,CANY,Canyonlands National Park,Tyrannidae,Tyrannus verticalis,Western Kingbird,Least Concern,False,
10798,CANY,Canyonlands National Park,Tyrannidae,Tyrannus vociferans,Cassin's Kingbird,Least Concern,False,
10799,CANY,Canyonlands National Park,Vireonidae,Vireo gilvus,Warbling Vireo,Least Concern,False,
10800,CANY,Canyonlands National Park,Vireonidae,Vireo plumbeus,Plumbeous Vireo,Least Concern,False,
10801,CANY,Canyonlands National Park,Vireonidae,Vireo vicinior,Gray Vireo,Species of Concern,True,
10802,CANY,Canyonlands National Park,Ardeidae,Ardea herodias,Great Blue Heron,Species of Concern,True,
10803,CANY,Canyonlands National Park,Ardeidae,Bubulcus ibis,Cattle Egret,Least Concern,False,
10804,CANY,Canyonlands National Park,Ardeidae,Butorides virescens,Green Heron,Least Concern,False,
10805,CANY,Canyonlands National Park,Ardeidae,Egretta thula,Snowy Egret,Least Concern,False,
10806,CANY,Canyonlands National Park,Ardeidae,Nycticorax nycticorax,Black Crowned Night Heron,Species of Concern,True,
10807,CANY,Canyonlands National Park,Pelecanidae,Pelecanus erythrorhynchos,American White Pelican,Species of Concern,True,
10808,CANY,Canyonlands National Park,Threskiornithidae,Plegadis chihi,White Faced Ibis,Species of Concern,True,
10809,CANY,Canyonlands National Park,Picidae,Colaptes auratus,Northern Flicker,Least Concern,False,
10810,CANY,Canyonlands National Park,Picidae,Melanerpes lewis,Lewis's Woodpecker,Least Concern,False,
10811,CANY,Canyonlands National Park,Picidae,Picoides pubescens,Downy Woodpecker,Species of Concern,True,
10812,CANY,Canyonlands National Park,Picidae,Picoides villosus,Hairy Woodpecker,Least Concern,False,
10813,CANY,Canyonlands National Park,Picidae,Sphyrapicus nuchalis,Red Naped Sapsucker,Least Concern,False,
10814,CANY,Canyonlands National Park,Picidae,Sphyrapicus thyroideus,Williamson's Sapsucker,Species of Concern,True,
10815,CANY,Canyonlands National Park,Podicipedidae,Aechmophorus occidentalis,Western Grebe,Species of Concern,True,
10816,CANY,Canyonlands National Park,Podicipedidae,Podiceps auritus,Horned Grebe,Least Concern,False,
10817,CANY,Canyonlands National Park,Podicipedidae,Podiceps nigricollis,Eared Grebe,Least Concern,False,
10818,CANY,Canyonlands National Park,Podicipedidae,Podilymbus podiceps,Pied Billed Grebe,Least Concern,False,
10819,CANY,Canyonlands National Park,Strigidae,Aegolius acadicus,Northern Saw Whet Owl,Least Concern,False,Owl
10820,CANY,Canyonlands National Park,Strigidae,Asio flammeus,Short Eared Owl,Species of Concern,True,Owl
10821,CANY,Canyonlands National Park,Strigidae,Asio otus,Long Eared Owl,Species of Concern,True,Owl
10822,CANY,Canyonlands National Park,Strigidae,Athene cunicularia,Burrowing Owl,Least Concern,False,Owl
10823,CANY,Canyonlands National Park,Strigidae,Bubo virginianus,Great Horned Owl,Least Concern,False,Owl
10824,CANY,Canyonlands National Park,Strigidae,Glaucidium gnoma,Northern Pygmy Owl,Least Concern,False,Owl
10825,CANY,Canyonlands National Park,Strigidae,Megascops kennicottii,Western Screech Owl,Least Concern,False,Owl
10826,CANY,Canyonlands National Park,Strigidae,Otus flammeolus,Flammulated Owl,Least Concern,False,Owl
10827,CANY,Canyonlands National Park,Strigidae,Strix occidentalis lucida,Mexican Spotted Owl,Threatened,True,Owl
10828,CANY,Canyonlands National Park,Phalacrocoracidae,Phalacrocorax auritus,Double Crested Cormorant,Species of Concern,True,
11829,CARE,Capitol Reef National Park,Accipitridae,Accipiter cooperii,Cooper's Hawk,Species of Concern,True,Hawk
11830,CARE,Capitol Reef National Park,Accipitridae,Accipiter gentilis,Northern Goshawk,Least Concern,False,Hawk
11831,CARE,Capitol Reef National Park,Accipitridae,Accipiter striatus,Sharp Shinned Hawk,Species of Concern,True,Hawk
11832,CARE,Capitol Reef National Park,Accipitridae,Aquila chrysaetos,Golden Eagle,Species of Concern,True,Eagle
11833,CARE,Capitol Reef National Park,Accipitridae,Buteo albonotatus,Zone Tailed Hawk,Least Concern,False,Hawk
11834,CARE,Capitol Reef National Park,Accipitridae,Buteo jamaicensis,Red Tailed Hawk,Least Concern,False,Hawk
11835,CARE,Capitol Reef National Park,Accipitridae,Buteo lagopus,Rough Legged Hawk,Species of Concern,True,Hawk
11836,CARE,Capitol Reef National Park,Accipitridae,Buteo regalis,Ferruginous Hawk,Least Concern,False,Hawk
11837,CARE,Capitol Reef National Park,Accipitridae,Buteo swainsoni,Swainson's Hawk,Least Concern,False,Hawk
11838,CARE,Capitol Reef National Park,Accipitridae,Circus cyaneus,Northern Harrier,Species of Concern,True,Harrier
11839,CARE,Capitol Reef National Park,Accipitridae,Haliaeetus leucocephalus,Bald Eagle,In Recovery,True,Eagle
11840,CARE,Capitol Reef National Park,Cathartidae,Cathartes aura,Turkey Vulture,Species of Concern,True,Vulture
11841,CARE,Capitol Reef National Park,Cathartidae,Gymnogyps californianus,California Condor,Endangered,True,Condor
11842,CARE,Capitol Reef National Park,Pandionidae,Pandion haliaetus,Osprey,Species of Concern,True,Osprey
11843,CARE,Capitol Reef National Park,Anatidae,Aix sponsa,Wood Duck,Least Concern,False,
11844,CARE,Capitol Reef National Park,Anatidae,Anas acuta,Northern Pintail,Least Concern,False,
11845,CARE,Capitol Reef National Park,Anatidae,Anas americana,American Widgeon,Least Concern,False,
11846,CARE,Capitol Reef National Park,Anatidae,Anas clypeata,Northern Shoveler,Least Concern,False,
11847,CARE,Capitol Reef National Park,Anatidae,Anas crecca,Green Winged Teal,Least Concern,False,
11848,CARE,Capitol Reef National Park,Anatidae,Anas cyanoptera,Cinammon Teal,Least Concern,False,
11849,CARE,Capitol Reef National Park,Anatidae,Anas discors,Blue Winged Teal,Least Concern,False,
11850,CARE,Capitol Reef National Park,Anatidae,Anas platyrhynchos,Mallard,Least Concern,False,
11851,CARE,Capitol Reef National Park,Anatidae,Anas strepera,Gadwall,Least Concern,False,
11852,CARE,Capitol Reef National Park,Anatidae,Aythya affinis,Lesser Scaup,Species of Concern,True,
11853,CARE,Capitol Reef National Park,Anatidae,Aythya americana,Redhead,Least Concern,False,
11854,CARE,Capitol Reef National Park,Anatidae,Aythya collaris,Ring Necked Duck,Least Concern,False,
11855,CARE,Capitol Reef National Park,Anatidae,Branta canadensis,Canada Goose,Least Concern,False,
11856,CARE,Capitol Reef National Park,Anatidae,Bucephala albeola,Bufflehead,Least Concern,False,
11857,CARE,Capitol Reef National Park,Anatidae,Bucephala clangula,Common Goldeneye,Least Concern,False,
11858,CARE,Capitol Reef National Park,Anatidae,Chen caerulescens,Snow Goose,Least Concern,False,
11859,CARE,Capitol Reef National Park,Anatidae,Mergus merganser,Common Merganser,Least Concern,False,
11860,CARE,Capitol Reef National Park,Anatidae,Oxyura jamaicensis,Ruddy Duck,Least Concern,False,
11861,CARE,Capitol Reef National Park,Apodidae,Aeronautes saxatalis,White Throated Swift,Least Concern,False,
11862,CARE,Capitol Reef National Park,Apodidae,Chaetura vauxi,Vaux's Swift,Species of Concern,True,
11863,CARE,Capitol Reef National Park,Apodidae,Cypseloides niger,Black Swift,Species of Concern,True,
11864,CARE,Capitol Reef National Park,Trochilidae,Archilochus alexandri,Black Chinned Hummingbird,Least Concern,False,
11865,CARE,Capitol Reef National Park,Trochilidae,Selasphorus platycercus,Broad Tailed Hummingbird,Least Concern,False,
11866,CARE,Capitol Reef National Park,Trochilidae,Selasphorus rufus,Rufous Hummingbird,Species of Concern,True,
11867,CARE,Capitol Reef National Park,Trochilidae,Stellula calliope,Calliope Hummingbird,Species of Concern,True,
11868,CARE,Capitol Reef National Park,Caprimulgidae,Chordeiles minor,Common Nighthawk,Least Concern,False,
11869,CARE,Capitol Reef National Park,Caprimulgidae,Phalaenoptilus nuttallii,Common Poorwill,Least Concern,False,
11870,CARE,Capitol Reef National Park,Charadriidae,Charadrius vociferus,Killdeer,Least Concern,False,
11871,CARE,Capitol Reef National Park,Laridae,Larus pipixcan,Franklin's Gull,Least Concern,False,
11872,CARE,Capitol Reef National Park,Recurvirostridae,Himantopus mexicanus,Black Necked Stilt,Least Concern,False,
11873,CARE,Capitol Reef National Park,Recurvirostridae,Recurvirostra americana,American Avocet,Least Concern,False,
11874,CARE,Capitol Reef National Park,Scolopacidae,Actitis macularius,Spotted Sandpiper,Least Concern,False,
11875,CARE,Capitol Reef National Park,Scolopacidae,Calidris mauri,Western Sandpiper,Least Concern,False,
11876,CARE,Capitol Reef National Park,Scolopacidae,Catoptrophorus semipalmatus,Willet,Least Concern,False,
11877,CARE,Capitol Reef National Park,Scolopacidae,Gallinago gallinago,Common Snipe,Least Concern,False,
11878,CARE,Capitol Reef National Park,Scolopacidae,Limosa fedoa,Marbled Godwit,Species of Concern,True,
11879,CARE,Capitol Reef National Park,Scolopacidae,Numenius americanus,Long Billed Curlew,Least Concern,False,
11880,CARE,Capitol Reef National Park,Scolopacidae,Phalaropus tricolor,Wilson's Phalarope,Least Concern,False,
11881,CARE,Capitol Reef National Park,Scolopacidae,Tringa flavipes,Lesser Yellowlegs,Least Concern,False,
11882,CARE,Capitol Reef National Park,Scolopacidae,Tringa melanoleuca,Greater Yellowlegs,Least Concern,False,
11883,CARE,Capitol Reef National Park,Scolopacidae,Tringa solitaria,Solitary Sandpiper,Least Concern,False,
11884,CARE,Capitol Reef National Park,Columbidae,Columba livia,Rock Pigeon,Least Concern,False,
11885,CARE,Capitol Reef National Park,Columbidae,Patagioenas fasciata,Band Tailed Pigeon,Species of Concern,True,
11886,CARE,Capitol Reef National Park,Columbidae,Streptopelia decaocto,Eurasian Collared Dove,Least Concern,False,
11887,CARE,Capitol Reef National Park,Columbidae,Zenaida asiatica,White Winged Dove,Least Concern,False,
11888,CARE,Capitol Reef National Park,Columbidae,Zenaida macroura,Mourning Dove,Least Concern,False,
11889,CARE,Capitol Reef National Park,Alcedinidae,Ceryle alcyon,Belted Kingfisher,Least Concern,False,
11890,CARE,Capitol Reef National Park,Cuculidae,Coccyzus americanus,Yellow Billed Cuckoo,Threatened,True,
11891,CARE,Capitol Reef National Park,Falconidae,Falco columbarius,Merlin,Species of Concern,True,Falcon
11892,CARE,Capitol Reef National Park,Falconidae,Falco mexicanus,Prairie Falcon,Species of Concern,True,Falcon
11893,CARE,Capitol Reef National Park,Falconidae,Falco peregrinus,Peregrine Falcon,Species of Concern,True,Falcon
11894,CARE,Capitol Reef National Park,Falconidae,Falco sparverius,American Kestrel,Least Concern,False,Kestrel
11895,CARE,Capitol Reef National Park,Odontophoridae,Callipepla gambelii,Gambel's Quail,Least Concern,False,
11896,CARE,Capitol Reef National Park,Phasianidae,Alectoris chukar,Chukar,Least Concern,False,
11897,CARE,Capitol Reef National Park,Phasianidae,Dendragapus obscurus,Blue Grouse,Least Concern,False,
11898,CARE,Capitol Reef National Park,Phasianidae,Meleagris gallopavo intermedia,Wild Turkey,Least Concern,False,
11899,CARE,Capitol Reef National Park,Phasianidae,Phasianus colchicus,Ring Necked Pheasant,Least Concern,False,
11900,CARE,Capitol Reef National Park,Gaviidae,Gavia immer,Common Loon,Species of Concern,True,
11901,CARE,Capitol Reef National Park,Gruidae,Grus canadensis,Sandhill Crane,Least Concern,False,
11902,CARE,Capitol Reef National Park,Rallidae,Fulica americana,American Coot,Least Concern,False,
11903,CARE,Capitol Reef National Park,Rallidae,Porzana carolina,Sora,Least Concern,False,
11904,CARE,Capitol Reef National Park,Rallidae,Rallus limicola,Virginia Rail,Least Concern,False,
11905,CARE,Capitol Reef National Park,Aegithalidae,Psaltriparus minimus,Bushtit,Least Concern,False,
11906,CARE,Capitol Reef National Park,Alaudidae,Eremophila alpestris,Horned Lark,Least Concern,False,
11907,CARE,Capitol Reef National Park,Bombycillidae,Bombycilla cedrorum,Cedar Waxwing,Least Concern,False,
11908,CARE,Capitol Reef National Park,Bombycillidae,Bombycilla garrulus,Bohemian Waxwing,Least Concern,False,
11909,CARE,Capitol Reef National Park,Calcariidae,Calcarius lapponicus,Lapland Longspur,Least Concern,False,
11910,CARE,Capitol Reef National Park,Cardinalidae,Passerina amoena,Lazuli Bunting,Least Concern,False,
11911,CARE,Capitol Reef National Park,Cardinalidae,Passerina caerulea,Blue Grosbeak,Least Concern,False,
11912,CARE,Capitol Reef National Park,Cardinalidae,Passerina cyanea,Indigo Bunting,Least Concern,False,
11913,CARE,Capitol Reef National Park,Cardinalidae,Pheucticus ludovicianus,Rose Breasted Grosbeak,Least Concern,False,
11914,CARE,Capitol Reef National Park,Cardinalidae,Pheucticus melanocephalus,Black Headed Grosbeak,Least Concern,False,
11915,CARE,Capitol Reef National Park,Cardinalidae,Piranga ludoviciana,Western Tanager,Least Concern,False,
11916,CARE,Capitol Reef National Park,Cardinalidae,Piranga rubra,Summer Tanager,Species of Concern,True,
11917,CARE,Capitol Reef National Park,Certhiidae,Certhia americana,Brown Creeper,Species of Concern,True,
11918,CARE,Capitol Reef National Park,Cinclidae,Cinclus mexicanus,American Dipper,Least Concern,False,
11919,CARE,Capitol Reef National Park,Corvidae,Aphelocoma californica,Western Scrub Jay,Least Concern,False,
11920,CARE,Capitol Reef National Park,Corvidae,Corvus brachyrhynchos,American Crow,Least Concern,False,
11921,CARE,Capitol Reef National Park,Corvidae,Corvus corax,Common Raven,Least Concern,False,
11922,CARE,Capitol Reef National Park,Corvidae,Cyanocitta stelleri,Steller's Jay,Least Concern,False,
11923,CARE,Capitol Reef National Park,Corvidae,Gymnorhinus cyanocephalus,Pinyon Jay,Species of Concern,True,
11924,CARE,Capitol Reef National Park,Corvidae,Nucifraga columbiana,Clark's Nutcracker,Least Concern,False,
11925,CARE,Capitol Reef National Park,Corvidae,Pica hudsonia,Black Billed Magpie,Least Concern,False,
11926,CARE,Capitol Reef National Park,Emberizidae,Amphispiza belli,Sage Sparrow,Species of Concern,True,
11927,CARE,Capitol Reef National Park,Emberizidae,Amphispiza bilineata,Black Throated Sparrow,Least Concern,False,
11928,CARE,Capitol Reef National Park,Emberizidae,Chondestes grammacus,Lark Sparrow,Least Concern,False,
11929,CARE,Capitol Reef National Park,Emberizidae,Junco hyemalis caniceps,Dark Eyed Junco (Gray Headed),Least Concern,False,
11930,CARE,Capitol Reef National Park,Emberizidae,Junco hyemalis hyemalis,Dark Eyed Junco (Slate Colored),Least Concern,False,
11931,CARE,Capitol Reef National Park,Emberizidae,Junco hyemalis mearnsi,Dark Eyed Junco (Pink Sided),Least Concern,False,
11932,CARE,Capitol Reef National Park,Emberizidae,Junco hyemalis oreganus,Dark Eyed Junco (Oregon),Least Concern,False,
11933,CARE,Capitol Reef National Park,Emberizidae,Melospiza lincolnii,Lincoln's Sparrow,Species of Concern,True,
11934,CARE,Capitol Reef National Park,Emberizidae,Melospiza melodia,Song Sparrow,Least Concern,False,
11935,CARE,Capitol Reef National Park,Emberizidae,Passerculus sandwichensis,Savannah Sparrow,Least Concern,False,
11936,CARE,Capitol Reef National Park,Emberizidae,Pipilo chlorurus,Green Tailed Towhee,Species of Concern,True,
11937,CARE,Capitol Reef National Park,Emberizidae,Pipilo maculatus,Spotted Towhee,Least Concern,False,
11938,CARE,Capitol Reef National Park,Emberizidae,Pooecetes gramineus,Vesper Sparrow,Least Concern,False,
11939,CARE,Capitol Reef National Park,Emberizidae,Spizella arborea,American Tree Sparrow,Least Concern,False,
11940,CARE,Capitol Reef National Park,Emberizidae,Spizella breweri,Brewer's Sparrow,Species of Concern,True,
11941,CARE,Capitol Reef National Park,Emberizidae,Spizella passerina,Chipping Sparrow,Least Concern,False,
11942,CARE,Capitol Reef National Park,Emberizidae,Zonotrichia albicollis,White Throated Sparrow,Least Concern,False,
11943,CARE,Capitol Reef National Park,Emberizidae,Zonotrichia leucophrys,White Crowned Sparrow,Least Concern,False,
11944,CARE,Capitol Reef National Park,Emberizidae,Zonotrichia querula,Harris' Sparrow,Least Concern,False,
11945,CARE,Capitol Reef National Park,Fringillidae,Carduelis pinus,Pine Siskin,Least Concern,False,
11946,CARE,Capitol Reef National Park,Fringillidae,Carduelis psaltria,Lesser Goldfinch,Least Concern,False,
11947,CARE,Capitol Reef National Park,Fringillidae,Carduelis tristis,American Goldfinch,Least Concern,False,
11948,CARE,Capitol Reef National Park,Fringillidae,Carpodacus cassinii,Cassin's Finch,Least Concern,False,
11949,CARE,Capitol Reef National Park,Fringillidae,Carpodacus mexicanus,House Finch,Least Concern,False,
11950,CARE,Capitol Reef National Park,Fringillidae,Carpodacus purpureus,Purple Finch,Least Concern,False,
11951,CARE,Capitol Reef National Park,Fringillidae,Coccothraustes vespertinus,Evening Grosbeak,Least Concern,False,
11952,CARE,Capitol Reef National Park,Fringillidae,Leucosticte atrata,Black Rosy Finch,Least Concern,False,
11953,CARE,Capitol Reef National Park,Fringillidae,Leucosticte tephrocotis,Gray Crowned Rosy Finch,Least Concern,False,
11954,CARE,Capitol Reef National Park,Fringillidae,Loxia curvirostra,Red Crossbill,Species of Concern,True,
11955,CARE,Capitol Reef National Park,Fringillidae,Pinicola enucleator,Pine Grosbeak,Least Concern,False,
11956,CARE,Capitol Reef National Park,Hirundinidae,Hirundo rustica,Barn Swallow,Least Concern,False,
11957,CARE,Capitol Reef National Park,Hirundinidae,Petrochelidon pyrrhonota,Cliff Swallow,Least Concern,False,
11958,CARE,Capitol Reef National Park,Hirundinidae,Progne subis,Purple Martin,Species of Concern,True,
11959,CARE,Capitol Reef National Park,Hirundinidae,Riparia riparia,Bank Swallow,Species of Concern,True,
11960,CARE,Capitol Reef National Park,Hirundinidae,Stelgidopteryx serripennis,Northern Rough Winged Swallow,Least Concern,False,
11961,CARE,Capitol Reef National Park,Hirundinidae,Tachycineta bicolor,Tree Swallow,Species of Concern,True,
11962,CARE,Capitol Reef National Park,Hirundinidae,Tachycineta thalassina,Violet Green Swallow,Least Concern,False,
11963,CARE,Capitol Reef National Park,Icteridae,Agelaius phoeniceus,Red Winged Blackbird,Least Concern,False,
11964,CARE,Capitol Reef National Park,Icteridae,Dolichonyx oryzivorus,Bobolink,Least Concern,False,
11965,CARE,Capitol Reef National Park,Icteridae,Euphagus cyanocephalus,Brewer's Blackbird,Least Concern,False,
11966,CARE,Capitol Reef National Park,Icteridae,Icterus bullockii,Bullock's Oriole,Least Concern,False,
11967,CARE,Capitol Reef National Park,Icteridae,Icterus cucullatus,Hooded Oriole,Least Concern,False,
11968,CARE,Capitol Reef National Park,Icteridae,Icterus parisorum,Scott's Oriole,Least Concern,False,
11969,CARE,Capitol Reef National Park,Icteridae,Icterus spurius,Orchard Oriole,Least Concern,False,
11970,CARE,Capitol Reef National Park,Icteridae,Molothrus ater,Brown Headed Cowbird,Least Concern,False,
11971,CARE,Capitol Reef National Park,Icteridae,Quiscalus mexicanus,Great Tailed Grackle,Least Concern,False,
11972,CARE,Capitol Reef National Park,Icteridae,Quiscalus quiscula,Common Grackle,Least Concern,False,
11973,CARE,Capitol Reef National Park,Icteridae,Sturnella neglecta,Western Meadowlark,Least Concern,False,
11974,CARE,Capitol Reef National Park,Icteridae,Xanthocephalus xanthocephalus,Yellow Headed Blackbird,Least Concern,False,
11975,CARE,Capitol Reef National Park,Laniidae,Lanius excubitor,Northern Shrike,Least Concern,False,
11976,CARE,Capitol Reef National Park,Laniidae,Lanius ludovicianus,Loggerhead Shrike,Species of Concern,True,
11977,CARE,Capitol Reef National Park,Mimidae,Dumetella carolinensis,Gray Catbird,Least Concern,False,
11978,CARE,Capitol Reef National Park,Mimidae,Mimus polyglottos,Northern Mockingbird,Least Concern,False,
11979,CARE,Capitol Reef National Park,Mimidae,Oreoscoptes montanus,Sage Thrasher,Species of Concern,True,
11980,CARE,Capitol Reef National Park,Mimidae,Toxostoma rufum,Brown Thrasher,Least Concern,False,
11981,CARE,Capitol Reef National Park,Motacillidae,Anthus rubescens,American Pipit,Least Concern,False,
11982,CARE,Capitol Reef National Park,Paridae,Baeolophus ridgwayi,Juniper Titmouse,Least Concern,False,
11983,CARE,Capitol Reef National Park,Paridae,Poecile atricapillus,Black Capped Chickadee,Least Concern,False,
11984,CARE,Capitol Reef National Park,Paridae,Poecile gambeli,Mountain Chickadee,Least Concern,False,
11985,CARE,Capitol Reef National Park,Parulidae,Dendroica caerulescens,Black Throated Blue Warbler,Least Concern,False,
11986,CARE,Capitol Reef National Park,Parulidae,Dendroica coronata,Yellow Rumped Warbler,Least Concern,False,
11987,CARE,Capitol Reef National Park,Parulidae,Dendroica graciae,Grace's Warbler,Least Concern,False,
11988,CARE,Capitol Reef National Park,Parulidae,Dendroica nigrescens,Black Throated Gray Warbler,Least Concern,False,
11989,CARE,Capitol Reef National Park,Parulidae,Dendroica palmarum,Palm Warbler,Least Concern,False,
11990,CARE,Capitol Reef National Park,Parulidae,Dendroica pensylvanica,Chestnut Sided Warbler,Least Concern,False,
11991,CARE,Capitol Reef National Park,Parulidae,Dendroica petechia,Yellow Warbler,Least Concern,False,
11992,CARE,Capitol Reef National Park,Parulidae,Dendroica townsendi,Townsend's Warbler,Least Concern,False,
11993,CARE,Capitol Reef National Park,Parulidae,Geothlypis trichas,Common Yellowthroat,Least Concern,False,
11994,CARE,Capitol Reef National Park,Parulidae,Icteria virens,Yellow Breasted Chat,Species of Concern,True,
11995,CARE,Capitol Reef National Park,Parulidae,Mniotilta varia,Black And White Warbler,Least Concern,False,
11996,CARE,Capitol Reef National Park,Parulidae,Oporornis tolmiei,Macgillivray's Warbler,Species of Concern,True,
11997,CARE,Capitol Reef National Park,Parulidae,Parula americana,Northern Parula,Least Concern,False,
11998,CARE,Capitol Reef National Park,Parulidae,Seiurus noveboracensis,Northern Waterthrush,Least Concern,False,
11999,CARE,Capitol Reef National Park,Parulidae,Setophaga ruticilla,American Redstart,Least Concern,False,
12000,CARE,Capitol Reef National Park,Parulidae,Vermivora celata,Orange Crowned Warbler,Least Concern,False,
12001,CARE,Capitol Reef National Park,Parulidae,Vermivora luciae,Lucy's Warbler,Least Concern,False,
12002,CARE,Capitol Reef National Park,Parulidae,Vermivora peregrina,Tennessee Warbler,Least Concern,False,
12003,CARE,Capitol Reef National Park,Parulidae,Vermivora ruficapilla,Nashville Warbler,Species of Concern,True,
12004,CARE,Capitol Reef National Park,Parulidae,Vermivora virginiae,Virginia's Warbler,Least Concern,False,
12005,CARE,Capitol Reef National Park,Parulidae,Wilsonia citrina,Hooded Warbler,Least Concern,False,
